speaker,token,diortri,focus_condition,focus_no,citation_tone,sandhi_tone,sandhi_tone_var,citation_no,ind_no,sync_tone1,sync_tone2,sync_tone3,hist_tone1,hist_tone2,hist_tone3,syntax
S5,黄花,di,ct,,RF_HH,LLHH,LLMH,48,S5_48_ct,RF,HH,,yangping,yinping,,M
S5,老房,di,ct,,RF_RF,LLHH,LLMH,49,S5_49_ct,RF,RF,,yangshang,yangping,,M
S5,开门,di,ct,,HH_RF,MHHL,,50,S5_50_ct,HH,RF,,yinping,yangping,,V
S5,新路,di,ct,,HH_LH,HLLM,,51,S5_51_ct,HH,LH,,yinping,yangqu,,M
S5,黄树,di,ct,,RF_LH,LLLM,,52,S5_52_ct,RF,LH,,yangping,yangqu,,M
S6,青椒,di,ct,,HH_HH,HMML,RFLL,1,S6_1_ct,HH,HH,,yinping,yinping,,L
S6,水牛,di,ct,,HH_RF,HHHH,,2,S6_2_ct,HH,RF,,yinshang,yangping,,L
S6,书包,di,ct,,HH_HH,HMML,RFLL,3,S6_3_ct,HH,HH,,yinping,yinping,,L
S6,买布,di,ct,,LH_HL,,,4,S6_4_ct,LH,HL,,yangshang,yinqu,,V
S6,苦瓜,di,ct,,HH_HH,HHHH,,5,S6_5_ct,HH,HH,,yinshang,yinping,,L
S6,黄瓜,di,ct,,RF_HH,LLHH,LLMH,6,S6_6_ct,RF,HH,,yangping,yinping,,L
S6,手机,di,ct,,HH_HH,HHHH,,7,S6_7_ct,HH,HH,,yinshang,yinping,,L
S6,老店,di,ct,,RF_HL,LLHH,LLMH,8,S6_8_ct,RF,HL,,yangshang,yinqu,,M
S6,樱花,di,ct,,HH_HH,HMML,RFLL,9,S6_9_ct,HH,HH,,yinping,yinping,,L
S6,开店,di,ct,,HH_HL,MMMH,,10,S6_10_ct,HH,HL,,yinping,yinqu,,V
S6,青菜,di,ct,,HH_HL,HMML,HHML,11,S6_11_ct,HH,HL,,yinping,yinqu,,L
S6,小门,di,ct,,HH_RF,HHHH,,12,S6_12_ct,HH,RF,,yinshang,yangping,,M
S6,采花,di,ct,,HH_HH,HMML,,13,S6_13_ct,HH,HH,,yinshang,yinping,,V
S6,小店,di,ct,,HH_HL,HHHH,,14,S6_14_ct,HH,HL,,yinshang,yinqu,,M
S6,海带,di,ct,,HH_HL,HHHH,,15,S6_15_ct,HH,HL,,yinshang,yinqu,,L
S6,黄布,di,ct,,RF_HL,,LMMM,16,S6_16_ct,RF,HL,,yangping,yinqu,,M
S6,樱桃,di,ct,,HH_RF,HMML,HHML,17,S6_17_ct,HH,RF,,yinping,yangping,,L
S6,修门,di,ct,,HH_RF,HHHH,,18,S6_18_ct,HH,RF,,yinping,yangping,,V
S6,草莓,di,ct,,HH_LH,HHHH,,19,S6_19_ct,HH,LH,,yinshang,yangping,,L
S6,老车,di,ct,,RF_HH,LLHH,LLMH,20,S6_20_ct,RF,HH,,yangshang,yinping,,M
S6,书房,di,ct,,HH_RF,HMML,RFLL,21,S6_21_ct,HH,RF,,yinping,yangping,,L
S6,买饭,di,ct,,LH_LH,LLLH,,22,S6_22_ct,LH,LH,,yangshang,yangqu,,V
S6,手链,di,ct,,HH_RF,HHHH,,23,S6_23_ct,HH,RF,,yinshang,yangqu,,L
S6,造纸,di,ct,,RF_HH,LLHH,LLLM,24,S6_24_ct,RF,HH,,yangqu,yinshang,,V
S6,青豆,di,ct,,HH_LH,HMML,RFLL,25,S6_25_ct,HH,LH,,yinping,yangqu,,L
S6,小树,di,ct,,HH_LH,HHHH,,26,S6_26_ct,HH,LH,,yinshang,yangqu,,M
S6,扁豆,di,ct,,HH_LH,HHHH,,27,S6_27_ct,HH,LH,,yinshang,yangqu,,L
S6,黄绳,di,ct,,RF_RF,LLLM,,28,S6_28_ct,RF,RF,,yangping,yangping,,M
S6,梅花,di,ct,,RF_HH,LLHH,LLMH,29,S6_29_ct,RF,HH,,yangping,yinping,,L
S6,开锁,di,ct,,HH_HH,HMML,,30,S6_30_ct,HH,HH,,yinping,yinshang,,V
S6,皮袄,di,ct,,RF_HH,,LLLL,31,S6_31_ct,RF,HH,,yangping,yinshang,,M
S6,买茶,di,ct,,LH_RF,LLLH,,32,S6_32_ct,LH,RF,,yangshang,yangping,,V
S6,油菜,di,ct,,RF_HL,LMML,,33,S6_33_ct,RF,HL,,yangping,yinqu,,L
S6,采桃,di,ct,,HH_RF,MMMH,,34,S6_34_ct,HH,RF,,yinshang,yangping,,V
S6,杨梅,di,ct,,RF_RF,LLLM,,35,S6_35_ct,RF,RF,,yangping,yangping,,L
S6,买花,di,ct,,LH_HH,LLHH,,36,S6_36_ct,LH,HH,,yangshang,yinping,,V
S6,杨桃,di,ct,,RF_RF,LLLM,,37,S6_37_ct,RF,RF,,yangping,yangping,,L
S6,新店,di,ct,,HL_HL,HMML,HHML,38,S6_38_ct,HL,HL,,yinping,yinqu,,M
S6,皮鞋,di,ct,,RF_RF,,LLLL,39,S6_39_ct,RF,RF,,yangping,yangping,,M
S6,开路,di,ct,,HH_LH,HMML,,40,S6_40_ct,HH,LH,,yinping,yangqu,,V
S6,黄豆,di,ct,,RF_LH,LLLM,,41,S6_41_ct,RF,LH,,yangping,yangqu,,L
S6,修车,di,ct,,HH_HH,,,42,S6_42_ct,HH,HH,,yinping,yinping,,V
S6,小车,di,ct,,HH_HH,HHHH,,43,S6_43_ct,HH,HH,,yinshang,yinping,,M
S6,老路,di,ct,,RF_LH,LLHH,LMMM,44,S6_44_ct,RF,LH,,yangshang,yangqu,,M
S6,新车,di,ct,,HL_HH,HMML,HHML,45,S6_45_ct,HL,HH,,yinping,yinping,,M
S6,造船,di,ct,,RF_RF,LLHH,,46,S6_46_ct,RF,RF,,yangqu,yangping,,V
S6,新房,di,ct,,HL_RF,HMML,RFLL,47,S6_47_ct,HL,RF,,yinping,yangping,,M
S6,黄花,di,ct,,RF_HH,LLHH,,48,S6_48_ct,RF,HH,,yangping,yinping,,M
S6,老房,di,ct,,RF_RF,LLHH,,49,S6_49_ct,RF,RF,,yangshang,yangping,,M
S6,开门,di,ct,,HH_RF,HHHH,,50,S6_50_ct,HH,RF,,yinping,yangping,,V
S6,新路,di,ct,,HL_LH,HMML,RFLL,51,S6_51_ct,HL,LH,,yinping,yangqu,,M
S6,黄树,di,ct,,RF_LH,LLLM,,52,S6_52_ct,RF,LH,,yangping,yangqu,,M
S7,青椒,di,ct,,HH_HH,HMML,RFLL,1,S7_1_ct,HH,HH,,yinping,yinping,,L
S7,水牛,di,ct,,HH_RF,MHHL,,2,S7_2_ct,HH,RF,,yinshang,yangping,,L
S7,书包,di,ct,,HH_HH,HMML,RFLL,3,S7_3_ct,HH,HH,,yinping,yinping,,L
S7,买布,di,ct,,RF_HL,LLHL,,4,S7_4_ct,RF,HL,,yangshang,yinqu,,V
S7,苦瓜,di,ct,,HH_HH,HHHH,,5,S7_5_ct,HH,HH,,yinshang,yinping,,L
S7,黄瓜,di,ct,,RF_HH,LLHH,LLMH,6,S7_6_ct,RF,HH,,yangping,yinping,,L
S7,手机,di,ct,,HH_HH,MHHL,,7,S7_7_ct,HH,HH,,yinshang,yinping,,L
S7,老店,di,ct,,RF_HL,LLHL,LMHL,8,S7_8_ct,RF,HL,,yangshang,yinqu,,M
S7,樱花,di,ct,,HH_HH,HMML,RFLL,9,S7_9_ct,HH,HH,,yinping,yinping,,L
S7,开店,di,ct,,HH_HL,MHHL,,10,S7_10_ct,HH,HL,,yinping,yinqu,,V
S7,青菜,di,ct,,HH_HL,HMML,RFLL,11,S7_11_ct,HH,HL,,yinping,yinqu,,L
S7,小门,di,ct,,HH_RF,MHHL,,12,S7_12_ct,HH,RF,,yinshang,yangping,,M
S7,采花,di,ct,,HL_HH,HMML,,13,S7_13_ct,HL,HH,,yinshang,yinping,,V
S7,小店,di,ct,,HH_HL,MHHL,MMHL,14,S7_14_ct,HH,HL,,yinshang,yinqu,,M
S7,海带,di,ct,,HH_HL,MHHL,,15,S7_15_ct,HH,HL,,yinshang,yinqu,,L
S7,黄布,di,ct,,RF_HL,LMML,LHML,16,S7_16_ct,RF,HL,,yangping,yinqu,,M
S7,樱桃,di,ct,,HH_RF,HMML,RFLL,17,S7_17_ct,HH,RF,,yinping,yangping,,L
S7,修门,di,ct,,HH_RF,MHHL,,18,S7_18_ct,HH,RF,,yinping,yangping,,V
S7,草莓,di,ct,,HH_RF,MHHL,,19,S7_19_ct,HH,RF,,yinshang,yangping,,L
S7,老车,di,ct,,RF_HH,LLHH,LMMM,20,S7_20_ct,RF,HH,,yangshang,yinping,,M
S7,书房,di,ct,,HH_RF,HMML,RFLL,21,S7_21_ct,HH,RF,,yinping,yangping,,L
S7,买饭,di,ct,,RF_LH,LLLH,,22,S7_22_ct,RF,LH,,yangshang,yangqu,,V
S7,手链,di,ct,,HH_RF,HHHH,MHHH,23,S7_23_ct,HH,RF,,yinshang,yangqu,,L
S7,造纸,di,ct,,RF_HH,LLHH,LLLM,24,S7_24_ct,RF,HH,,yangqu,yinshang,,V
S7,青豆,di,ct,,HH_LH,HMML,RFLL,25,S7_25_ct,HH,LH,,yinping,yangqu,,L
S7,小树,di,ct,,HH_LH,HHHH,MHHH,26,S7_26_ct,HH,LH,,yinshang,yangqu,,M
S7,扁豆,di,ct,,HH_LH,HHHH,MHHH,27,S7_27_ct,HH,LH,,yinshang,yangqu,,L
S7,黄绳,di,ct,,RF_RF,LLLM,,28,S7_28_ct,RF,RF,,yangping,yangping,,M
S7,梅花,di,ct,,RF_HH,LLHH,LLMH,29,S7_29_ct,RF,HH,,yangping,yinping,,L
S7,开锁,di,ct,,HH_HH,HMML,,30,S7_30_ct,HH,HH,,yinping,yinshang,,V
S7,皮袄,di,ct,,RF_HH,LLHH,LLMH,31,S7_31_ct,RF,HH,,yangping,yinshang,,M
S7,买茶,di,ct,,RF_RF,LLHH,,32,S7_32_ct,RF,RF,,yangshang,yangping,,V
S7,油菜,di,ct,,RF_HL,,LMMM,33,S7_33_ct,RF,HL,,yangping,yinqu,,L
S7,采桃,di,ct,,HL_RF,MHHL,,34,S7_34_ct,HL,RF,,yinshang,yangping,,V
S7,杨梅,di,ct,,RF_RF,LLLM,,35,S7_35_ct,RF,RF,,yangping,yangping,,L
S7,买花,di,ct,,RF_HH,LLHH,,36,S7_36_ct,RF,HH,,yangshang,yinping,,V
S7,杨桃,di,ct,,RF_RF,LLLM,,37,S7_37_ct,RF,RF,,yangping,yangping,,L
S7,新店,di,ct,,HL_HL,HMML,RFLL,38,S7_38_ct,HL,HL,,yinping,yinqu,,M
S7,皮鞋,di,ct,,RF_RF,LLLM,,39,S7_39_ct,RF,RF,,yangping,yangping,,M
S7,开路,di,ct,,HH_LH,HMML,,40,S7_40_ct,HH,LH,,yinping,yangqu,,V
S7,黄豆,di,ct,,RF_LH,LLLM,,41,S7_41_ct,RF,LH,,yangping,yangqu,,L
S7,修车,di,ct,,HH_HH,HMML,,42,S7_42_ct,HH,HH,,yinping,yinping,,V
S7,小车,di,ct,,HH_HH,HHHH,MHHH,43,S7_43_ct,HH,HH,,yinshang,yinping,,M
S7,老路,di,ct,,RF_LH,LLHH,LMMM,44,S7_44_ct,RF,LH,,yangshang,yangqu,,M
S7,新车,di,ct,,HL_HH,HMML,RFLL,45,S7_45_ct,HL,HH,,yinping,yinping,,M
S7,造船,di,ct,,RF_RF,LMRF,,46,S7_46_ct,RF,RF,,yangqu,yangping,,V
S7,新房,di,ct,,HL_RF,HMML,RFLL,47,S7_47_ct,HL,RF,,yinping,yangping,,M
S7,黄花,di,ct,,RF_HH,LLHH,LLMH,48,S7_48_ct,RF,HH,,yangping,yinping,,M
S7,老房,di,ct,,RF_RF,LLHH,LMMM,49,S7_49_ct,RF,RF,,yangshang,yangping,,M
S7,开门,di,ct,,HH_RF,HHHH,,50,S7_50_ct,HH,RF,,yinping,yangping,,V
S7,新路,di,ct,,HL_LH,HLLM,,51,S7_51_ct,HL,LH,,yinping,yangqu,,M
S7,黄树,di,ct,,RF_LH,LLLM,,52,S7_52_ct,RF,LH,,yangping,yangqu,,M
S8,青椒,di,ct,,HL_HH,HHHH,,1,S8_1_ct,HL,HH,,yinping,yinping,,L
S8,书包,di,ct,,HH_HH,HMML,RFRF,3,S8_3_ct,HH,HH,,yinping,yinping,,L
S8,买布,di,ct,,LH_HL,LLHL,,4,S8_4_ct,LH,HL,,yangshang,yinqu,,V
S8,水牛,di,ct,,HH_RF,MHHL,,2,S8_2_ct,HH,RF,,yinshang,yangping,,L
S8,苦瓜,di,ct,,HH_HH,MHHL,,5,S8_5_ct,HH,HH,,yinshang,yinping,,L
S8,黄瓜,di,ct,,RF_HH,LLHH,,6,S8_6_ct,RF,HH,,yangping,yinping,,L
S8,手机,di,ct,,HL_HL,MHHL,,7,S8_7_ct,HL,HL,,yinshang,yinping,,L
S8,老店,di,ct,,RF_HL,LLHL,LMHL,8,S8_8_ct,RF,HL,,yangshang,yinqu,,M
S8,樱花,di,ct,,HL_HH,HMML,RFRF,9,S8_9_ct,HL,HH,,yinping,yinping,,L
S8,开店,di,ct,,HH_HL,MHHL,,10,S8_10_ct,HH,HL,,yinping,yinqu,,V
S8,青菜,di,ct,,HL_HL,HMML,RFRF,11,S8_11_ct,HL,HL,,yinping,yinqu,,L
S8,小门,di,ct,,HL_RF,MHHL,,12,S8_12_ct,HL,RF,,yinshang,yangping,,M
S8,采花,di,ct,,HL_HH,HMML,,13,S8_13_ct,HL,HH,,yinshang,yinping,,V
S8,小店,di,ct,,HL_HL,MHHL,MMHL,14,S8_14_ct,HL,HL,,yinshang,yinqu,,M
S8,海带,di,ct,,HH_HL,MHHL,,15,S8_15_ct,HH,HL,,yinshang,yinqu,,L
S8,黄布,di,ct,,RF_HL,LMML,,16,S8_16_ct,RF,HL,,yangping,yinqu,,M
S8,樱桃,di,ct,,HL_RF,HMML,RFRF,17,S8_17_ct,HL,RF,,yinping,yangping,,L
S8,修门,di,ct,,HL_RF,MHHL,,18,S8_18_ct,HL,RF,,yinping,yangping,,V
S8,草莓,di,ct,,HH_RF,MHHL,,19,S8_19_ct,HH,RF,,yinshang,yangping,,L
S8,老车,di,ct,,RF_HH,LLHL,LMHL,20,S8_20_ct,RF,HH,,yangshang,yinping,,M
S8,书房,di,ct,,HH_RF,HMML,RFRF,21,S8_21_ct,HH,RF,,yinping,yangping,,L
S8,买饭,di,ct,,LH_LH,LLLH,,22,S8_22_ct,LH,LH,,yangshang,yangqu,,V
S8,手链,di,ct,,HL_RF,MHHL,,23,S8_23_ct,HL,RF,,yinshang,yangqu,,L
S8,造纸,di,ct,,RF_HH,LLRF,,24,S8_24_ct,RF,HH,,yangqu,yinshang,,V
S8,青豆,di,ct,,HL_LH,HMML,RFRF,25,S8_25_ct,HL,LH,,yinping,yangqu,,L
S8,小树,di,ct,,HL_LH,MHHL,,26,S8_26_ct,HL,LH,,yinshang,yangqu,,M
S8,扁豆,di,ct,,HL_LH,MHHL,,27,S8_27_ct,HL,LH,,yinshang,yangqu,,L
S8,黄绳,di,ct,,RF_RF,LLLM,,28,S8_28_ct,RF,RF,,yangping,yangping,,M
S8,梅花,di,ct,,RF_HH,LLHH,,29,S8_29_ct,RF,HH,,yangping,yinping,,L
S8,开锁,di,ct,,HH_HH,HMML,,30,S8_30_ct,HH,HH,,yinping,yinshang,,V
S8,皮袄,di,ct,,RF_HH,LLHH,,31,S8_31_ct,RF,HH,,yangping,yinshang,,M
S8,买茶,di,ct,,LH_RF,LLHL,,32,S8_32_ct,LH,RF,,yangshang,yangping,,V
S8,油菜,di,ct,,RF_HL,LMML,,33,S8_33_ct,RF,HL,,yangping,yinqu,,L
S8,采桃,di,ct,,HL_RF,MHHL,,34,S8_34_ct,HL,RF,,yinshang,yangping,,V
S8,杨梅,di,ct,,RF_RF,LLLM,,35,S8_35_ct,RF,RF,,yangping,yangping,,L
S8,买花,di,ct,,LH_HH,LLHH,,36,S8_36_ct,LH,HH,,yangshang,yinping,,V
S8,杨桃,di,ct,,RF_RF,LLLM,,37,S8_37_ct,RF,RF,,yangping,yangping,,L
S8,新店,di,ct,,HL_HL,HMML,RFRF,38,S8_38_ct,HL,HL,,yinping,yinqu,,M
S8,皮鞋,di,ct,,RF_RF,LLLM,,39,S8_39_ct,RF,RF,,yangping,yangping,,M
S8,开路,di,ct,,HH_LH,HMML,,40,S8_40_ct,HH,LH,,yinping,yangqu,,V
S8,黄豆,di,ct,,RF_LH,LLLM,,41,S8_41_ct,RF,LH,,yangping,yangqu,,L
S8,修车,di,ct,,HL_HH,,,42,S8_42_ct,HL,HH,,yinping,yinping,,V
S8,小车,di,ct,,HL_HH,MHHL,,43,S8_43_ct,HL,HH,,yinshang,yinping,,M
S8,老路,di,ct,,RF_LH,LLHL,LMHL,44,S8_44_ct,RF,LH,,yangshang,yangqu,,M
S8,新车,di,ct,,HL_HH,HMML,RFRF,45,S8_45_ct,HL,HH,,yinping,yinping,,M
S8,造船,di,ct,,RF_RF,LMRF,,46,S8_46_ct,RF,RF,,yangqu,yangping,,V
S8,新房,di,ct,,HL_RF,HMML,RFRF,47,S8_47_ct,HL,RF,,yinping,yangping,,M
S8,黄花,di,ct,,RF_HH,LLHH,,48,S8_48_ct,RF,HH,,yangping,yinping,,M
S8,老房,di,ct,,RF_RF,LLHL,LMHL,49,S8_49_ct,RF,RF,,yangshang,yangping,,M
S8,开门,di,ct,,HH_RF,MHHL,,50,S8_50_ct,HH,RF,,yinping,yangping,,V
S8,新路,di,ct,,HL_LH,HMML,RFRF,51,S8_51_ct,HL,LH,,yinping,yangqu,,M
S8,黄树,di,ct,,RF_LH,LLLM,,52,S8_52_ct,RF,LH,,yangping,yangqu,,M
S1,小黄瓜,tri,ct,,HH_RF_HH,LHL,,1,S1_1_ct,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S1,老青椒,tri,ct,,RF_HH_HH,LHL,,2,S1_2_ct,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S1,采梅花,tri,ct,,HH_RF_HH,HLM,,3,S1_3_ct,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S1,买青椒,tri,ct,,LH_HH_HH,LLH,,4,S1_4_ct,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S1,新皮袄,tri,ct,,HL_RF_HH,HLM,,5,S1_5_ct,HL,RF,HH,yinping,yangping,yinshang,1+2MH
S1,造纸厂,tri,ct,,RF_HH_HH,LLLHHL,,6,S1_6_ct,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S1,修门工,tri,ct,,HH_RF_HH,HLM,,7,S1_7_ct,HH,RF,HH,yinping,yangping,yinping,2+1VL
S1,老杨梅,tri,ct,,RF_RF_RF,LHL,,8,S1_8_ct,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S1,樱桃籽,tri,ct,,HH_RF_HH,LHL,,9,S1_9_ct,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S1,草莓籽,tri,ct,,HH_RF_HH,LHL,,10,S1_10_ct,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S1,黄瓜籽,tri,ct,,RF_HH_HH,LLH,,11,S1_11_ct,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S1,小杨梅,tri,ct,,HH_RF_RF,LHL,,12,S1_12_ct,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S1,老樱桃,tri,ct,,RF_HH_RF,LHL,,13,S1_13_ct,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S1,新皮鞋,tri,ct,,HL_RF_RF,HLM,,14,S1_14_ct,HL,RF,RF,yinping,yangping,yangping,1+2MH
S1,采杨梅,tri,ct,,HH_RF_RF,HLM,,15,S1_15_ct,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S1,老黄瓜,tri,ct,,RF_RF_HH,LHL,,16,S1_16_ct,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S1,苦瓜籽,tri,ct,,HH_HH_HH,LHL,,17,S1_17_ct,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S1,买黄瓜,tri,ct,,LH_RF_HH,LLH,,18,S1_18_ct,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S1,新书房,tri,ct,,HL_HH_RF,HLM,,19,S1_19_ct,HL,HH,RF,yinping,yinping,yangping,1+2MH
S1,黄瓜皮,tri,ct,,RF_HH_RF,LLH,,20,S1_20_ct,RF,HH,RF,yangping,yinping,yangping,2+1LL
S1,开门人,tri,ct,,HH_RF_RF,LHL,,21,S1_21_ct,HH,RF,RF,yinping,yangping,yangping,2+1VL
S1,买花人,tri,ct,,LH_HH_RF,LHL,,22,S1_22_ct,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S1,樱桃皮,tri,ct,,HH_RF_RF,LHL,,23,S1_23_ct,HH,RF,RF,yinping,yangping,yangping,2+1LL
S1,买樱桃,tri,ct,,LH_HH_RF,LHL,,24,S1_24_ct,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S1,水牛毛,tri,ct,,HH_RF_RF,LHL,,25,S1_25_ct,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S1,杨桃皮,tri,ct,,RF_RF_RF,LLH,,26,S1_26_ct,RF,RF,RF,yangping,yangping,yangping,2+1LL
S1,新手链,tri,ct,,HL_HH_RF,HML,,27,S1_27_ct,HL,HH,RF,yinping,yinshang,yangqu,1+2MH
S1,造船厂,tri,ct,,RF_RF_HH,LMMHHL,,28,S1_28_ct,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S1,小青椒,tri,ct,,HH_HH_HH,LHL,,29,S1_29_ct,HH,HH,HH,yinshang,yinping,yinping,1+2MH
S1,杨梅籽,tri,ct,,RF_RF_HH,LLH,,30,S1_30_ct,RF,RF,HH,yangping,yangping,yinshang,2+1LL
S1,苦瓜皮,tri,ct,,HH_HH_RF,LHL,,31,S1_31_ct,HH,HH,RF,yinshang,yinping,yangping,2+1LL
S1,买杨梅,tri,ct,,LH_RF_RF,LLH,,32,S1_32_ct,LH,RF,RF,yangshang,yangping,yangping,1+2VO
S1,采樱花,tri,ct,,HH_HH_HH,HML,,33,S1_33_ct,HH,HH,HH,yinshang,yinping,yinping,1+2VO
S1,小苦瓜,tri,ct,,HH_HH_HH,LHL,,34,S1_34_ct,HH,HH,HH,yinshang,yinshang,yinping,1+2MH
S1,新手机,tri,ct,,HL_HH_HH,HML,,35,S1_35_ct,HL,HH,HH,yinping,yinshang,yinping,1+2MH
S1,修车工,tri,ct,,HH_HH_HH,HLM,,36,S1_36_ct,HH,HH,HH,yinping,yinping,yinping,2+1VL
S1,小樱桃,tri,ct,,HH_HH_RF,LHL,,37,S1_37_ct,HH,HH,RF,yinshang,yinping,yangping,1+2MH
S1,青椒籽,tri,ct,,HH_HH_HH,HLM,,38,S1_38_ct,HH,HH,HH,yinping,yinping,yinshang,2+1LL
S1,小水牛,tri,ct,,HH_HH_RF,LHL,,39,S1_39_ct,HH,HH,RF,yinshang,yinshang,yangping,1+2MH
S1,采樱桃,tri,ct,,HH_HH_RF,HML,,40,S1_40_ct,HH,HH,RF,yinshang,yinping,yangping,1+2VO
S1,买茶人,tri,ct,,LH_RF_RF,LHL,,41,S1_41_ct,LH,RF,RF,yangshang,yangping,yangping,2+1VL
S1,新书包,tri,ct,,HL_HH_HH,HLM,,42,S1_42_ct,HL,HH,HH,yinping,yinping,yinping,1+2MH
S1,开锁人,tri,ct,,HH_HH_RF,HML,,43,S1_43_ct,HH,HH,RF,yinping,yinshang,yangping,2+1VL
S1,青椒皮,tri,ct,,HH_HH_RF,HLM,,44,S1_44_ct,HH,HH,RF,yinping,yinping,yangping,2+1LL
S2,小黄瓜,tri,ct,,HH_RF_HH,LHL,,1,S2_1_ct,HH,RF,HH,yinshang,yangping,yinping,1+2MH
S2,老青椒,tri,ct,,RF_HH_HH,LHL,,2,S2_2_ct,RF,HH,HH,yangshang,yinping,yinping,1+2MH
S2,采梅花,tri,ct,,HH_RF_HH,HLM,,3,S2_3_ct,HH,RF,HH,yinshang,yangping,yinping,1+2VO
S2,买青椒,tri,ct,,LH_HH_HH,LLH,,4,S2_4_ct,LH,HH,HH,yangshang,yinping,yinping,1+2VO
S2,新皮袄,tri,ct,,HH_RF_HH,MMH,,5,S2_5_ct,HH,RF,HH,yinping,yangping,yinshang,1+2MH
S2,造纸厂,tri,ct,,RF_HH_HH,LLLHHL,,6,S2_6_ct,RF,HH,HH,yangqu,yinshang,yinshang,2+1VL
S2,修门工,tri,ct,,HH_RF_HH,LHL,,7,S2_7_ct,HH,RF,HH,yinping,yangping,yinping,2+1VL
S2,老杨梅,tri,ct,,RF_RF_RF,LHL,,8,S2_8_ct,RF,RF,RF,yangshang,yangping,yangping,1+2MH
S2,樱桃籽,tri,ct,,HH_RF_HH,MMH,,9,S2_9_ct,HH,RF,HH,yinping,yangping,yinshang,2+1LL
S2,草莓籽,tri,ct,,HH_RF_HH,LHL,,10,S2_10_ct,HH,RF,HH,yinshang,yangping,yinshang,2+1LL
S2,黄瓜籽,tri,ct,,RF_HH_HH,LLH,,11,S2_11_ct,RF,HH,HH,yangping,yinping,yinshang,2+1LL
S2,小杨梅,tri,ct,,HH_RF_RF,LHL,,12,S2_12_ct,HH,RF,RF,yinshang,yangping,yangping,1+2MH
S2,老樱桃,tri,ct,,RF_HH_RF,LMH,,13,S2_13_ct,RF,HH,RF,yangshang,yinping,yangping,1+2MH
S2,新皮鞋,tri,ct,,HH_RF_RF,MMH,,14,S2_14_ct,HH,RF,RF,yinping,yangping,yangping,1+2MH
S2,采杨梅,tri,ct,,HH_RF_RF,MMH,,15,S2_15_ct,HH,RF,RF,yinshang,yangping,yangping,1+2VO
S2,老黄瓜,tri,ct,,RF_RF_HH,LHL,,16,S2_16_ct,RF,RF,HH,yangshang,yangping,yinping,1+2MH
S2,苦瓜籽,tri,ct,,HH_HH_HH,LHL,,17,S2_17_ct,HH,HH,HH,yinshang,yinping,yinshang,2+1LL
S2,买黄瓜,tri,ct,,LH_RF_HH,LLH,,18,S2_18_ct,LH,RF,HH,yangshang,yangping,yinping,1+2VO
S2,新书房,tri,ct,,HH_HH_RF,HHL,,19,S2_19_ct,HH,HH,RF,yinping,yinping,yangping,1+2MH
S2,黄瓜皮,tri,ct,,RF_HH_RF,LLH,,20,S2_20_ct,RF,HH,RF,yangping,yinping,yangping,2+1LL
S2,开门人,tri,ct,,HH_RF_RF,LHL,,21,S2_21_ct,HH,RF,RF,yinping,yangping,yangping,2+1VL
S2,买花人,tri,ct,,LH_HH_RF,LHL,,22,S2_22_ct,LH,HH,RF,yangshang,yinping,yangping,2+1VL
S2,樱桃皮,tri,ct,,HH_RF_RF,MMH,,23,S2_23_ct,HH,RF,RF,yinping,yangping,yangping,2+1LL
S2,买樱桃,tri,ct,,LH_HH_RF,LLH,,24,S2_24_ct,LH,HH,RF,yangshang,yinping,yangping,1+2VO
S2,水牛毛,tri,ct,,HH_RF_RF,LHL,,25,S2_25_ct,HH,RF,RF,yinshang,yangping,yangping,2+1LL
S2,杨桃皮,tri,ct,,RF_RF_RF,LLH,,26,S2_26_ct,RF,RF,RF,yangping,yangping,yangping,2+1LL
S2,新手链,tri,ct,,HH_HH_RF,MMH,,27,S2_27_ct,HH,HH,RF,yinping,yinshang,yangqu,1+2MH
S2,造船厂,tri,ct,,RF_RF_HH,LLLHHL,,28,S2_28_ct,RF,RF,HH,yangqu,yangping,yinshang,2+1VL
S2,小青椒,tri,ct,,HH_HH_HH,LHL,,29,S2_29_ct,HH,HH,HH,yinshang,yinping,yinping,1+2MH
S2,杨梅籽,tri,ct,,RF_RF_HH,LLH,,30,S2_30_ct,RF,RF,HH,yangping,yangping,yinshang,2+1LL
